concept,n_groups_present,pct_groups_present,tier
Report the total number of authors contacted for information regarding the data collection process,1,1.7241379310344827,Peripheral (<25% groups)
Report the total number of authors contacted for information regarding the study selection process,1,1.7241379310344827,Peripheral (<25% groups)
Report the total number of authors who did not provide information when contacted,1,1.7241379310344827,Peripheral (<25% groups)
Report the total number of organisational websites used to conduct the literature search,1,1.7241379310344827,Peripheral (<25% groups)
Report the total number of registries used to conduct the literature search,1,1.7241379310344827,Peripheral (<25% groups)
Report the total number of scientific literature databases used to conduct the literature search,1,1.7241379310344827,Peripheral (<25% groups)
Report the total number of studies used in the heterogeneiety investigation,1,1.7241379310344827,Peripheral (<25% groups)
Report the type of data extracted from each of the included studies,1,1.7241379310344827,Peripheral (<25% groups)
Report the type of replication unit,1,1.7241379310344827,Peripheral (<25% groups)
Report the use of an additional filters on the search in conjunction with the search terms,1,1.7241379310344827,Peripheral (<25% groups)
Report the use of any guidelines used to inform the conduct of the review,1,1.7241379310344827,Peripheral (<25% groups)
Report the use of any internally classified automation tool(s) in the data collection process,1,1.7241379310344827,Peripheral (<25% groups)
Report the use of any internally classified automation tool(s) in the literature screening process,1,1.7241379310344827,Peripheral (<25% groups)
Report the use of automation tool(s) in the literature screening process,1,1.7241379310344827,Peripheral (<25% groups)
Report the use of automation tools in designing the boolean operators in the literature database search,1,1.7241379310344827,Peripheral (<25% groups)
Report the use of automation tools in the certainty of evidence assessment,1,1.7241379310344827,Peripheral (<25% groups)
Report the use of automation tools in the risk of bias assessment,1,1.7241379310344827,Peripheral (<25% groups)
Report the use of crowdsourcing in the literature screening process,1,1.7241379310344827,Peripheral (<25% groups)
Report the use of previously extracted databases in the data extraction process,1,1.7241379310344827,Peripheral (<25% groups)
Report the use of previously screened databases in the literature screening process,1,1.7241379310344827,Peripheral (<25% groups)
Report the version of automation tool(s) used in the literature screening process,1,1.7241379310344827,Peripheral (<25% groups)
Report the version of the internally classified automation tool(s) used in the data collection process,1,1.7241379310344827,Peripheral (<25% groups)
Report the version of the internally classified automation tool(s) used in the literature screening process,1,1.7241379310344827,Peripheral (<25% groups)
Report the year that studies which were used to conduct the citation search were published,1,1.7241379310344827,Peripheral (<25% groups)
Report what triggered the current version of the living systematic review,1,1.7241379310344827,Peripheral (<25% groups)
Report whether any of the planned statistical analysis could not be performed,1,1.7241379310344827,Peripheral (<25% groups)
Report whether certainty of evidence was conducted independently,1,1.7241379310344827,Peripheral (<25% groups)
Report whether the contacted authors provided the data in its entirity or only a proportion,1,1.7241379310344827,Peripheral (<25% groups)
Report whether the data extraction variables were selected a priori,1,1.7241379310344827,Peripheral (<25% groups)
Report whether the literature search strategy was systematic,1,1.7241379310344827,Peripheral (<25% groups)
Report whether the prior was specified before data collection,1,1.7241379310344827,Peripheral (<25% groups)
Report whether the review intends to be retired after the current version,1,1.7241379310344827,Peripheral (<25% groups)
Report whether the risk of bias assessment was updated after the initial assessment,1,1.7241379310344827,Peripheral (<25% groups)
Report which bibliographic fields were searched in each database,1,1.7241379310344827,Peripheral (<25% groups)
Report which of the objectives are primary and which are secondary,1,1.7241379310344827,Peripheral (<25% groups)
