key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF.files,X..,title2
rayyan-322867411,"A goal-oriented verification-based approach for target text line extraction from a document image captured by a pen scanner - PROCEEDINGS OF THE 17TH INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION, VOL 2",2004,NA,,,1051-4651,NA,NA,574-577,"Bai, ZL and Huo, Q",,English,IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA","In this paper we present a goal-oriented verification based approach for target text line extraction from a document image captured by a pen scanner Given a binary image, a series of processing steps are invoked adaptively, guided by the text line verification result in the preceding step. Each step adopts a strategy that is most effective for dealing with the problem concerned. Consequently, the target text line can be extracted in a more efficient and reliable way depending on the nature of the captured image. The effectiveness of the above approach is confirmed by a benchmark test.","17th International Conference on Pattern Recognition (ICPR), British Machine Vis Assoc, Cambridge, ENGLAND, AUG 23-26, 2004",10.1109/ICPR.2004.1334312,,NA,,NA,NA,a goaloriented verificationbased approach for target text line extraction from a document image captured by a pen scanner proceedings of the 17th international conference on pattern recognition vol 2
rayyan-322867415,Publication bias in meta-analysis: A Bayesian data-augmentation approach to account for issues exemplified in the passive smoking debate,1997,11,,STATISTICAL SCIENCE,0883-4237,12,4,221-240,"Givens, GH and Smith, DD and Tweedie, RL",,English,INST MATHEMATICAL STATISTICS-IMS,"3163 SOMERSET DR, CLEVELAND, OH 44122 USA","``Publication bias{''} is a relatively new statistical phenomenon that only arises when one attempts through a meta-analysis to review all studies, significant or insignificant, in order to provide a total perspective on a particular issue. This has recently received some notoriety as an issue in the evaluation of the relative risk of lung cancer associated with passive smoking, following legal challenges to a 1992 Environmental Protection Agency analysis which concluded that such exposure is associated with significant excess risk of lung cancer. We introduce a Bayesian approach which estimates and adjusts for publication bias. Estimation is based on a data-augmentation principle within a hierarchical model, and the number and outcomes of unobserved studies are simulated using Gibbs sampling methods. This technique yields a quantitative adjustment for the passive smoking meta-analysis. We estimate that there may be both negative and positive but insignificant studies omitted, and that failing to allow for these would mean that the estimated excess risk may be overstated by around 30\%, both in U.S. studies and in the global collection of studies.",,,meta-analysis; publication bias; missing data; data augmentation; Markov chain Monte Carlo; MCMC;...,NA,,NA,NA,publication bias in metaanalysis a bayesian dataaugmentation approach to account for issues exemplified in the passive smoking debate
rayyan-322867416,Electronic structure and optical properties of conducting and semiconducting conjugated oligomers and polymers: An overview of the quantum-mechanical approaches,1997,1,,SYNTHETIC METALS,0379-6779,84,1,03-Oct,"Bredas, JL",,English,ELSEVIER SCIENCE SA,"PO BOX 564, 1001 LAUSANNE, SWITZERLAND","This contribution aims at providing a broad overview of the quantum-chemistry and density-functional theory techniques that are currently used to describe the electronic structure of conjugated molecules and polymers. Rather than dwelling on detailed mathematical descriptions, we emphasize the limitations and approximations involved in each type of approach and illustrate in which ways different methods are related to one another. A specific example is then discussed in order to illustrate the usefulness of quantum-mechanical calculations in the field of conjugated compounds.","International Conference on the Science and Technology of Synthetic Metals, SNOWBIRD, UT, JUL 28-AUG 02, 1996",10.1016/S0379-6779(97)80655-8,ab initio methods; semiempirical models and model calculations; density functional theory; models...,NA,,NA,NA,electronic structure and optical properties of conducting and semiconducting conjugated oligomers and polymers an overview of the quantummechanical approaches
rayyan-322867417,Spontaneous decay rate of an excited molecule placed near a circular aperture in a perfectly conducting screen: An analytical approach,2015,2,,PHYSICAL REVIEW A,2469-9926,91,2,,"Klimov, Vasily V. and Guzatov, Dmitry V. and Treshin, Ilya V.",,English,AMER PHYSICAL SOC,"ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","We have investigated theoretically the spontaneous decay rate of an excited molecule placed near a circular aperture in a perfectly conducting infinitely thin plane screen. A quasistatic analytical solution for a molecule with an arbitrary position near the aperture is found. In a case with a retardation, an exact analytical solution expressed through spheroidal wave functions is obtained. Analytical results are in good agreement with numerical simulations. The results may be useful in the design and development of optical nanodevices based on the control of elementary quantum systems emission.",,10.1103/PhysRevA.91.023834,,NA,,NA,NA,spontaneous decay rate of an excited molecule placed near a circular aperture in a perfectly conducting screen an analytical approach
rayyan-322867418,"Pure abscopal effect of radiotherapy in a salivary gland carcinoma: Case report, literature review, and a search for new approaches",2020,6,,CANCER RADIOTHERAPIE,1278-3218,24,3,226-246,"Ellerin, B. E. and Demandante, C. G. N. and Martins, J. T.",,English,ELSEVIER,"685 ROUTE 202-206, BRIDGEWATER, NJ 08807 USA","We report the case of an 84-year-old woman with poorly differentiated non-small cell carcinoma of the right parotid who presented with headache, was found to have a primary right parotid gland cancer as well as metastatic disease, and underwent palliative radiotherapy to the primary site. The patient received no chemotherapy or immunotherapy, but both the primary site and several non-irradiated foci in the lungs regressed or completely resolved. The patient remained free of disease for about one year before progression. The case is a rare instance of abscopal regression of metastatic disease in the absence of pharmacologic immunomodulation. A literature review surveys the history of the abscopal effect of radiation therapy, attempts to understand the mechanisms of its successes and failures, and points to new approaches that can inform and improve the outcomes of radioimmunotherapy. (C) 2020 Societe francaise de radiotherapie oncologique (SFRO). Published by Elsevier Masson SAS. All rights reserved.",,10.1016/j.canrad.2020.01.001,Abscopal effect; Immunotherapy; Nanotechnology; Lymphocyte homing,NA,,NA,NA,pure abscopal effect of radiotherapy in a salivary gland carcinoma case report literature review and a search for new approaches
rayyan-322867419,Studies assessing domains pertaining to structural language in autism vary in reporting practices and approaches to assessment: A systematic review,2024,7,,AUTISM,1362-3613,28,7,1602-1621,"Girolamo, Teresa and Shen, Lue and Monroe Gulick, Amalia and Rice, Mabel L. and Eigsti, Inge-Marie",,English,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","Language in autism is heterogeneous, with a significant proportion of individuals having structural language difficulties and inclusion of language impairment as a specifier under Diagnostic and Statistical Manual of Mental Disorders (5th ed.) criteria for autism. This systematic review asked: What are the reporting patterns of variables pertaining to structural language in autism prior to and after publication of the Diagnostic and Statistical Manual of Mental Disorders (5th ed.)? What norm-referenced assessments does research use to characterize the language abilities of autistic individuals with respect to language impairment? This preregistered review (PROSPERO: CRD42021260394) followed Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. Searches took place in September 2022 and included Linguistics and Language Behavior Abstracts, PsycINFO, PubMed, and the Directory of Open Access Journals. Search terms included three essential concepts: autism, language, and age. Two coders independently screened and evaluated articles. Searches yielded 57 qualifying studies, with mostly consistent reporting practices prior to and after the Diagnostic and Statistical Manual of Mental Disorders (5th ed.). Studies varied in how they defined language groups and in what norm-referenced measures they used. Interpreting research on structural language in autism requires attention to diagnostic and grouping criteria. Although inconsistency in reporting in original studies limited this review, better understanding the available information on structural language in autistic individuals aged 3-21 years may support identification of language needs. Under the Diagnostic and Statistical Manual of Mental Disorders (5th ed.), language impairment can co-occur with autism. It is not yet clear how research defines, reports, and characterizes structural language abilities of autistic individuals eligible for school-based special education services (aged 3-21 years) in the United States. In the United States, students typically must be formally diagnosed to be eligible for services and supports. However, the quality of diagnosis is only as good as the research evidence on which diagnosis depends. To evaluate evidence quality, we examined how studies of school-aged autistic individuals report assessments of language ability. This systematic review included 57 studies using English language age-referenced assessments used to measure structural language. Findings showed many differences across studies in how language abilities were measured and reported. Also, none of the studies fully reported the variables relevant to characterizing language impairment. Outcomes were similar across versions of the Diagnostic and Statistical Manual of Mental Disorders. Findings indicate that researchers and clinicians should pay attention to reporting diagnostic and grouping criteria. Carefully interpreting research evidence is critical for ensuring that diagnostic criteria and supports are representative of and accessible to autistic individuals and relevant parties.",,10.1177/13623613231216155,adolescents; autism spectrum disorders; behavioral measurement; communication and language; intel...,NA,,NA,NA,studies assessing domains pertaining to structural language in autism vary in reporting practices and approaches to assessment a systematic review
rayyan-322867421,An alternative approach to natural language query expansion in search engines: Text analysis of non-topical terms in Web documents,2008,7,,INFORMATION PROCESSING \& MANAGEMENT,0306-4573,44,4,1503-1516,"Fattahi, Rahmatollah and Wilson, Concepcion S. and Cole, Fletcher",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","This paper presents a new approach to query expansion in search engines through the use of general non-topical terms (NTTs) and domain-specific semi-topical terms (STTs). NTTs and STTs can be used in conjunction with topical terms (TTs) to improve precision in retrieval results. In Phase 1, 20 topical queries in two domains (Health and the Social Sciences) were carried out in Google and from the results of the queries, 800 pages were textually analysed. Of 1442 NTTs and STTs identified, 15\% were shared between the two domains; 62\% were NTTs and 38\% were STTs; and approximately 64\% occurred before while 36\% occurred after their respective topical terms (TTs). Findings of Phase 11 showed that query expansion through NTTs (or STTs) particularly in the `exact title' and URL search options resulted in more precise and manageable results. Statistically significant differences were found between Health and the Social Sciences vis-a-vis keyword and `exact phrase' search results; however there were no significant differences in exact title and URL search results. The ratio of exact phrase, exact title, and URL search result frequencies to keyword search result frequencies also showed statistically significant differences between the two domains. Our findings suggest that web searching could be greatly enhanced combining NTTs (and STTs) with TTs in an initial query. Additionally, search results would improve if queries are restricted to the exact title or URL search options. Finally, we suggest the development and implementation of knowledge-based lists of NTTs (and STTs) by both general and specialized search engines to aid query expansion. (C) 2007 Elsevier Ltd. All rights reserved.",,10.1016/j.ipm.2007.09.009,query expansion; natural language; non-topical terms; semi-topical terms; search engines,NA,,NA,NA,an alternative approach to natural language query expansion in search engines text analysis of nontopical terms in web documents
rayyan-322867422,Different Approaches for Case-Mix Adjustment of Patient-Reported Outcomes to Compare Healthcare Providers-Methodological Results of a Systematic Review,2021,8,,CANCERS,,13,16,,"Sibert, Nora Tabea and Pfaff, Holger and Breidenbach, Clara and Wesselmann, Simone and Kowalski, Christoph",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Simple Summary Patient-reported outcomes need to be reported with case-mix adjustment in order to allow fair comparison between healthcare providers. This systematic review identified different approaches to case-mix adjustment, with wide variation between the various approaches. Patient-reported outcomes (PROs) are increasingly being used to compare the quality of outcomes between different healthcare providers (medical practices, hospitals, rehabilitation facilities). However, such comparisons can only be fair if differences in the case-mix between different types of provider are taken into account. This can be achieved with adequate statistical case-mix adjustment (CMA). To date, there is a lack of overview studies on current CMA methods for PROs. The aim of this study was to investigate which approaches are currently used to report and examine PROs for case-mix-adjusted comparison between providers. A systematic MEDLINE literature search was conducted (February 2021). The results were examined by two reviewers. Articles were included if they compared (a) different healthcare providers using (b) case-mix-adjusted (c) patient-reported outcomes (all AND conditions). From 640 hits obtained, 11 articles were included in the analysis. A wide variety of patient characteristics were used as adjustors, and baseline PRO scores and basic sociodemographic and clinical information were included in all models. Overall, the adjustment models used vary considerably. This evaluation is an initial attempt to systematically investigate different CMA approaches for PROs. As a standardized approach has not yet been established, we suggest creating a consensus-based methodological guideline for case-mix adjustment of PROs.",,10.3390/cancers13163964,patient-reported outcomes; case-mix adjustment; healthcare provider comparison; quality improvement,NA,,NA,NA,different approaches for casemix adjustment of patientreported outcomes to compare healthcare providersmethodological results of a systematic review
rayyan-322867426,"Compendium for performing and describing the resting electrocardiogram. Diagnostic criteria describe rhythm, electrical axis of the heart, QRS voltage, automaticity and conduction disorders. Experts' group statement of the Working Group on Noninvasive Electrocardiology and Telemedicine of the Pol...",2016,NA,,KARDIOLOGIA POLSKA,0022-9032,74,5,493-500,"Baranowski, Rafal and Wojciechowski, Dariusz and Kozlowski, Dariusz and Kukla, Piotr and Kurpesa, Malgorzata and Lelakowski, Jacek and Maciejewska, Monika and Sredniawa, Beata and Wranicz, Jerzy Krzysztof",,Polish,POLSKIE TOWARZYSTOWO KARDIOLOGICZNE,"UL STAWKI 3 A LOK 1-2, WARSZAWA, POLAND",,,10.5603/KP.2016.0070,,NA,,NA,NA,compendium for performing and describing the resting electrocardiogram diagnostic criteria describe rhythm electrical axis of the heart qrs voltage automaticity and conduction disorders experts group statement of the working group on noninvasive electrocardiology and telemedicine of the pol
rayyan-322867427,Effect of extended criteria donors (ECD's) vs. standard donors (SD's) on patient and graft survival of high model-for-end-stage-liver-disease (MELD) recipients: A single center 15-year report among 1796 adult primary whole cadaveric liver recipients,2008,5,,AMERICAN JOURNAL OF TRANSPLANTATION,1600-6135,8,2,537,"Kosari, Kambiz and Hong, Johnny C. and Duffy, John P. and Xu, Junming and Farmer, Douglas G. and Ghobrial, Rafik M. and Yersiz, Hasan and Busuttil, Ronald W.",,English,BLACKWELL PUBLISHING,"9600 GARSINGTON RD, OXFORD OX4 2DQ, OXON, ENGLAND",,"8th American Transplant Congress, Toronto, CANADA, MAY 31-JUN 04, 2008",,,NA,,NA,NA,effect of extended criteria donors ecds vs standard donors sds on patient and graft survival of high modelforendstageliverdisease meld recipients a single center 15year report among 1796 adult primary whole cadaveric liver recipients
rayyan-322867428,"Berlin, 29.08.2019 Statement by the German Society for Gynecology and Obstetrics e.V. (DGGG) and the German Society for Senology e. V. (DGS) on the IQTIG Preliminary Report (As of August 16, 2019) ``Planning-relevant Quality Indicators. Further Development for the Suitability Test of further Indi...",2020,2,,GEBURTSHILFE UND FRAUENHEILKUNDE,0016-5751,80,2,143+,"Scharl, Anton J. and Brucker, Sara Yvonne",,German,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, D-70469 STUTTGART, GERMANY",,,,,NA,,NA,NA,berlin 29082019 statement by the german society for gynecology and obstetrics ev dggg and the german society for senology e v dgs on the iqtig preliminary report as of august 16 2019 ``planningrelevant quality indicators further development for the suitability test of further indi
rayyan-322867429,A clustering approach using a combination of gravitational search algorithm and k-harmonic means and its application in text document clustering,2017,NA,,TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES,1300-0632,25,2,1251-1262,"Mirhosseini, Mina",,English,Tubitak Scientific \& Technological Research Council Turkey,"ATATURK BULVARI NO 221, KAVAKLIDERE, TR-06100 ANKARA, TURKIYE","Data clustering is one of the most popular techniques of information management, which is used in many applications of science and engineering such as machine learning, pattern reorganization, image processing, data mining, and web mining. Different algorithms have been suggested by researchers, where the evolutionary algorithms are the best in data clustering and especially in big datasets. It is illustrated that GSA-KM, which is a combination of the gravitational search algorithm (GSA) and K-means (KM), is superior over some other comparative evolutionary methods. One of the drawbacks of this approach is dependency on the initial seeds. In this paper, a combination method of GSA and K-harmonic means, called GSA-KHM, has been proposed, in which the dependency on the initialization has been improved. The proposed GSA-KHM method has been applied to data clustering. As a special application, it has also been used on the text document clustering application. The simulation results show that the proposed method works better than the GSA-KM and other comparative methods in both data clustering and text document clustering applications.",,10.3906/elk-1508-31,Clustering; gravitational search algorithm; K-means; K-harmonic means; text clustering,NA,,NA,NA,a clustering approach using a combination of gravitational search algorithm and kharmonic means and its application in text document clustering
rayyan-322867431,Non-conventional nuts: An overview of reported composition and bioactivity and new approaches for its consumption and valorization of co-products,2021,12,,FUTURE FOODS,2666-8335,4,NA,,"Polmann, Gabriela and Badia, Vinicius and Danielski, Renan and Salvador Ferreira, Sandra Regina and Block, Jane Mara",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","The purpose of this review is to demonstrate how the unexplored nuts native to Brazil can contribute positively to biodiversity and human nutrition. This review presents data on the composition of macronutrients, micronu-trients, and bioactive compounds of non-conventional nuts native from Brazil (baru, chicha, gurgueia, monguba, pracaxi and sapucaia). The knowledge about these underutilized raw materials is important to stimulate their production, commercialization and consumption, as well as generate interest among researchers from various scientific fields. Non-conventional nuts are rich in lipids such as unsaturated fatty acids, phytosterols, and toco-pherols. In addition, they provide high levels of energy, fiber, minerals, and amino acids. Bioactive compounds such as phenolic acids and flavonoids were identified and quantified from non-conventional nuts. Several of these nuts are native from Brazil and have the potential for further research that encourage their production, commercialization, consumption and use the valorization of co-products as ingredients in foods.",,10.1016/j.fufo.2021.100099,Oilseeds; Amazon rainforest; Brazilian cerrado; Bioactive compounds; Brazilian biodiversity; Sust...,NA,,NA,NA,nonconventional nuts an overview of reported composition and bioactivity and new approaches for its consumption and valorization of coproducts
rayyan-322867432,Colorectal cancer with synchronous hepatic metastases: Systematic review of reports comparing synchronous surgery with sequential bowel-first or liver-first approaches,2016,2,,EJSO,0748-7983,42,2,159-165,"Baltatzis, M. and Chan, A. K. C. and Jegatheeswaran, S. and Mason, J. M. and Siriwardena, A. K.",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Background: The management of colorectal cancer with synchronous liver-limited metastases currently lacks randomised trial evidence to inform case selection for any of the bowel-first, liver-first or synchronous surgery routes. We examine the literature to report outcome data from reports utilising all three approaches. Methods: A systematic review was conducted using OvidSP (including Embase, EBM Reviews and MEDLINE databases) to find articles reporting discrete peri-operative and long-term outcomes for patients undergoing sequential bowel-first, liver-first surgery or synchronous liver and bowel surgery. Results: Of 223 unique citations,, 3 cohort studies were identified comprising a pooled population of 1203 patients who completed treatment protocols between 1982 and 2011. Patients were allocated to bowel-first surgery (748 patients, 62.2\%), liver-first surgery (75, 6.2\%) or synchronous liver/bowel surgery (380, 31.6\%). Minor complications were similar between procedures. Major complications were consistent with a pooled fixed estimate of 9.1\% (95\%CI: 7.6\%-10.8\%, I-2 = 48\%). Post-operative death was rare and consistent with a pooled fixed effect estimate of 3.1\% (95\%CI: 2.2\%-4.3\%, I-2 = 0\%). Median follow-up ranged from 25.1 to 40.0 months, with a pooled underlying 5 year survival fixed effect estimate of 44\% ( I-2 = 39\%). Conclusion: This review assesses outcomes of patients with colorectal cancer with synchronous liver metastases managed by either synchronous, sequential liver-first or bowel-first surgery. Overall treatment-related mortality is low and survival is similar among the three groups. These findings provide support for the continued use of all three pathways until better evidence to guide selection of an individual treatment option is available. (C) 2015 Elsevier Ltd. All rights reserved.",,10.1016/j.ejso.2015.11.002,Colorectal cancer; Liver metastases; Synchronous; Surgery,NA,,NA,NA,colorectal cancer with synchronous hepatic metastases systematic review of reports comparing synchronous surgery with sequential bowelfirst or liverfirst approaches
rayyan-322867433,Publications on Cold War History on the Pages of the RSUH/RGGU Bulletin: in Search of New Approaches and Research Practices,2024,NA,,ISTORIYA-ELEKTRONNYI NAUCHNO-OBRAZOVATELNYI ZHURNAL,2079-8784,15,12,,"Gigolaev, German",,Russian,STATE ACAD UNIV HUMANITIES,"LENINSKII PR-KT 32A, MOSCOW, 119334, RUSSIA","This article explores the evolution of methodologies in Cold War history research, drawing from previously published materials in the journal ``RSUH/RGGU Bulletin. Series << Political Science. History. International Relations >>{''}. The author emphasizes application of innovative research methods, such as the history of emotions, and the integration of unconventional historical sources, including video games. This is made possible by the journal's interdisciplinary approach, which combines contributions from historians and political scientists, fostering a multiparadigmatic perspective in Cold War studies. The thematic issues dedicated to the Cold War are particularly noteworthy for their efforts to move beyond traditional historiography, focusing on the influence of crisis events and the relevance of Cold War experiences for history of international relations. The article argues that an interdisciplinary approach is essential for a deeper understanding of international relations during the Cold War. The author asserts that the diversity of methodological approaches and the multiparadigmatic nature of the studies significantly enhance both Russian and international Cold War historiography. Furthermore, the article highlights the pivotal role of ``RSUH/RGGU Bulletin. Series << Political Science. History. International Relations >>{''} in establishing an academic framework for Cold War studies and its contribution to the development of the scholarly community.",,10.18254/S207987840033513-3,international Studies; History of IR; Cold War; Russian State University for the Humanities; RSUH...,NA,,NA,NA,publications on cold war history on the pages of the rsuhrggu bulletin in search of new approaches and research practices
rayyan-322867436,A lateral approach to the maxillary sinus for simultaneous extraction of an ankylosed maxillary molar and sinus graft: a case report,2012,4,,JOURNAL OF THE KOREAN ASSOCIATION OF ORAL AND MAXILLOFACIAL SURGEONS,2234-7550,38,2,110-115,"Hwang, Jae Ho and Choi, Hee Seung and Kim, Kee-Deog and Doh, Re-Mee and Park, Wonse",,English,KOREAN ACAD ORAL \& MAXILLOFACIAL SURGERY,"B169, SEOUL NATIONAL UNIVERSITY DENTAL HOSPITAL, 101 DAEHAK-RO, JONGNO-GU, SEOUL, 110-768, SOUTH KOREA","Ankylosed tooth is defined as `the discontinuance of normal passive tooth eruption without any mechanical barrier'. Ankylosed tooth treatment is a challenge to dental clinicians. In treatment of maxillary molar ankylosis cases there are risks of oro-antral fistula, displacement of root fragments into the maxillary sinus, as well as the necessity for providing additional sinus bone augmentation for future implant placement. In this study, we suggested a new technique using a piezoelectric device and a lateral side approach to the maxillary sinus leading to the simultaneous removal of the ankylosed maxillary molar and sinus grafting for the purpose of implant site development.",,10.5125/jkaoms.2012.38.2.110,Ankylosis; Tooth; Sinus graft; Piezoelectric device; Site development,NA,,NA,NA,a lateral approach to the maxillary sinus for simultaneous extraction of an ankylosed maxillary molar and sinus graft a case report
rayyan-322867437,Improving the reporting quality of reliability generalization meta-analyses: The REGEMA checklist,2021,7,,RESEARCH SYNTHESIS METHODS,1759-2879,12,4,516-536,"Sanchez-Meca, Julio and Marin-Martinez, Fulgencio and Antonio Lopez-Lopez, Jose and Maria Nunez-Nunez, Rosa and Rubio-Aparicio, Maria and Jose Lopez-Garcia, Juan and Lopez-Pina, Jose Antonio and Blazquez-Rincon, Desiree Ma and Lopez-Ibanez, Carmen and Lopez-Nicolas, Ruben",,English,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CB2 8RU CAMBRIDGE, ENGLAND","Reliability generalization (RG) is a meta-analytic approach that aims to characterize how reliability estimates from the same test vary across different applications of the instrument. With this purpose RG meta-analyses typically focus on a particular test and intend to obtain an overall reliability of test scores and to investigate how the composition and variability of the samples affect reliability. Although several guidelines have been proposed in the meta-analytic literature to help authors improve the reporting quality of meta-analyses, none of them were devised for RG meta-analyses. The purpose of this investigation was to develop REGEMA (REliability GEneralization Meta-Analysis), a 30-item checklist (plus a flow chart) adapted to the specific issues that the reporting of an RG meta-analysis must take into account. Based on previous checklists and guidelines proposed in the meta-analytic arena, a first version was elaborated by applying the nominal group methodology. The resulting instrument was submitted to a list of independent meta-analysis experts and, after discussion, the final version of the REGEMA checklist was reached. In a pilot study, four pairs of coders applied REGEMA to a random sample of 40 RG meta-analyses in Psychology, and results showed satisfactory inter-coder reliability. REGEMA can be used by: (a) meta-analysts conducting or reporting an RG meta-analysis and aiming to improve its reporting quality; (b) consumers of RG meta-analyses who want to make informed critical appraisals of their reporting quality, and (c) reviewers and editors of journals who are considering submissions where an RG meta-analysis was reported for potential publication.",,10.1002/jrsm.1487,meta-analysis; reliability coefficient; reliability generalization; reporting quality; systematic...,NA,,NA,NA,improving the reporting quality of reliability generalization metaanalyses the regema checklist
rayyan-322867438,Open-Weight Language Models and Retrieval-Augmented Generation for Automated Structured Data Extraction from Diagnostic Reports: Assessment of Approaches and Parameters,2025,5,,RADIOLOGY-ARTIFICIAL INTELLIGENCE,2638-6100,7,3,,"Jabal, Mohamed Sobhi and Warman, Pranav and Zhang, Jikai and Gupta, Kartikeye and Jain, Ayush and Mazurowski, Maciej and Wiggins, Walter and Magudia, Kirti and Calabrese, Evan",,English,RADIOLOGICAL SOC NORTH AMERICA (RSNA),"820 JORIE BLVD, SUITE 200, OAK BROOK, ILLINOIS, UNITED STATES","Purpose: To develop and evaluate an automated system for extracting structured clinical information from unstructured radiology and pathology reports using open-weight language models (LMs) and retrieval-augmented generation (RAG) and to assess the effects of model configuration variables on extraction performance. Materials and Methods: This retrospective study used two datasets: 7294 radiology reports annotated for Brain Tumor Reporting and Data System (BT-RADS) scores and 2154 pathology reports annotated for IDH mutation status (January 2017-July 2021). An automated pipeline was developed to benchmark the performance of various LMs and RAG configurations for accuracy of structured data extraction from reports. The effect of model size, quantization, prompting strategies, output formatting, and inference parameters on model accuracy was systematically evaluated. Results: The best-performing models achieved up to 98\% accuracy in extracting BT-RADS scores from radiology reports and greater than 90\% accuracy for extraction of IDH mutation status from pathology reports. The best model was medical fine-tuned Llama 3. Larger, newer, and domain finetuned models consistently outperformed older and smaller models (mean accuracy, 86\% vs 75\%; P < .001). Model quantization had minimal effect on performance. Few-shot prompting significantly improved accuracy (mean {[}+/- SD] increase, 32\% +/- 32; P = .02). RAG improved performance for complex pathology reports by a mean of 48\% +/- 11 (P = .001) but not for shorter radiology reports (-8\% +/- 31; P = .39). Conclusion: This study demonstrates the potential of open LMs in automated extraction of structured clinical data from unstructured clinical reports with local privacy-preserving application. Careful model selection, prompt engineering, and semiautomated optimization using annotated data are critical for optimal performance.",,10.1148/ryai.240551,Large Language Models; Retrieval-Augmented Generation; Radiology; Pathology; Health Care Reports,NA,,NA,NA,openweight language models and retrievalaugmented generation for automated structured data extraction from diagnostic reports assessment of approaches and parameters
rayyan-322867444,"Author Response: Pediatric and Adult Brain Death/Death by Neurologic Criteria Consensus Guideline: Report of the AAN Guidelines Subcommittee, AAP, CNS, and SCCM (vol 102, e209366, 2024)",2024,8,,NEUROLOGY,0028-3878,103,3,,{[}Anonymous],,English,LIPPINCOTT WILLIAMS \& WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","In the Disputes \& Debates: Editors' Choice ``Author Response: Pediatric and Adult Brain Death/Death by Neurologic Criteria Consensus Guideline: Report of the AAN Guidelines Subcommittee, AAP, CNS, and SCCM{''} response to Toosi et al.,(1) the authors should be listed in the following order: Matthew P. Kirschen, Ariane Lewis, Panayiotis N. Varelas, and David M. Greer. The article has been replaced by a corrected version. The editorial staff regret the error.",,10.1212/WNL.0000000000209637,,NA,,NA,NA,author response pediatric and adult brain deathdeath by neurologic criteria consensus guideline report of the aan guidelines subcommittee aap cns and sccm vol 102 e209366 2024
